image_index,time,peak_memory,net_memory_change,method,n_segments,n_samples,compactness,sigma,model,dataset,run_number
29,0.5125835202634335,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
30,0.5135281151160598,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
31,0.511027435772121,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
32,0.5154415909200907,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
33,0.5171937644481659,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
34,0.514544053003192,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
35,0.5221835542470217,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
36,0.5161666497588158,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
37,0.5128177469596267,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
38,0.5185074675828218,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
39,0.5347594562917948,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
40,0.5110142305493355,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
41,0.5177956949919462,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
42,0.5114626958966255,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
43,0.5157485362142324,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
44,0.5136015322059393,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
45,0.5143852848559618,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
46,0.5149351796135306,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
47,0.5125384777784348,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
48,0.5148192206397653,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
49,0.5130178527906537,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
50,0.5137765342369676,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
51,0.5195354130119085,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
52,0.5154121899977326,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
53,0.5163594745099545,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
54,0.5163754215463996,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
55,0.5117514338344336,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
56,0.5136777050793171,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
57,0.5189616652205586,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
58,0.5282219322398305,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
59,0.5086691873148084,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
60,0.5076819602400064,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
61,0.5077242171391845,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
62,0.508147832006216,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
63,0.5104376589879394,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
64,0.5042809844017029,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
65,0.5032653193920851,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
66,0.5069246394559741,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
67,0.5107098137959838,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
68,0.505544213578105,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
69,0.5059525286778808,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
70,0.5100128781050444,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
71,0.5110061075538397,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
72,0.506612554192543,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
73,0.5077406289055943,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
74,0.5278468318283558,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
75,0.5074219517409801,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
76,0.49537101201713085,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
77,0.5120492652058601,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
78,0.4926577126607299,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
79,0.4952367339283228,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
80,0.4914191095158458,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
81,0.4940494364127517,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
82,0.49757217057049274,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
83,0.5037141256034374,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
84,0.49040321819484234,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
85,0.4920183876529336,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
86,0.5021610371768475,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
87,0.4974297443404794,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
88,0.4929949240759015,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
89,0.4938635854050517,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
90,0.49808100517839193,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
91,0.4981063427403569,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
92,0.49840507935732603,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
93,0.49358800519257784,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
94,0.4989308528602123,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
95,0.494600972160697,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
96,0.5054467041045427,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
97,0.5022077476605773,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
98,0.4899921054020524,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
99,0.4935669945552945,137.671875,0.19140625,LIME2,30,100,10.0,1.0,resnet50,ImageNet,1
