image_index,time,peak_memory,net_memory_change,method,n_segments,n_samples,compactness,sigma,model,dataset,run_number
35,1.9320169817656279,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
36,1.921218185685575,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
37,1.9045040970668197,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
38,1.8949787067249417,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
39,1.8951884750276804,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
40,1.9309019604697824,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
41,1.8966940743848681,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
42,1.8989769099280238,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
43,1.8939367337152362,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
44,1.9185711508616805,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
45,1.9252856373786926,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
46,1.9138287287205458,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
47,1.8963035373017192,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
48,1.8978169886395335,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
49,1.8907227031886578,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
50,1.917462058365345,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
51,1.8987690890207887,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
52,1.8976952033117414,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
53,1.8969872333109379,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
54,1.8919693818315864,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
55,1.9094819286838174,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
56,1.8850332973524928,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
57,1.8920764066278934,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
58,1.8960230378434062,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
59,1.90573993884027,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
60,1.9060301883146167,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
61,1.918236006051302,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
62,1.8951940722763538,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
63,1.9084593867883086,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
64,1.8940322436392307,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
65,1.8968674279749393,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
66,1.9703741716220975,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
67,1.9092641221359372,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
68,1.9189936053007841,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
69,1.899745101109147,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
70,1.8914900701493025,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
71,1.917682490311563,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
72,1.8989520147442818,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
73,1.891296723857522,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
74,1.896696075797081,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
75,1.906672709621489,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
76,1.920361265540123,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
77,1.9041847111657262,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
78,1.8992728563025594,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
79,1.9010592550039291,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
80,1.9020199095830321,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
81,1.917604360729456,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
82,1.9013587953522801,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
83,1.9007823057472706,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
84,1.9105586912482977,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
85,1.8953535873442888,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
86,1.889159770682454,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
87,1.9157019117847085,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
88,1.8912246841937304,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
89,1.8969843098893762,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
90,1.8987950747832656,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
91,1.8958579879254103,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
92,1.9354299074038863,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
93,1.9011439103633165,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
94,1.8981804680079222,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
95,1.893089296296239,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
96,1.8961068708449602,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
97,1.9311440391466022,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
98,1.9013647930696607,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
99,1.9170970423147082,139.13671875,0.19140625,LIME2,50,400,10.0,1.0,resnet50,ImageNet,1
