image_index,time,peak_memory,net_memory_change,method,n_segments,n_samples,compactness,sigma,model,dataset,run_number
49,0.28423384949564934,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
50,0.28092791978269815,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
51,0.28337318915873766,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
52,0.27820660918951035,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
53,0.2818565359339118,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
54,0.2883039778098464,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
55,0.27983575873076916,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
56,0.27961450442671776,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
57,0.2805386818945408,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
58,0.2788807712495327,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
59,0.28117071092128754,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
60,0.27964009437710047,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
61,0.2786623081192374,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
62,0.2834619162604213,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
63,0.2805645763874054,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
64,0.2847093129530549,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
65,0.2805962050333619,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
66,0.27899583242833614,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
67,0.28078458830714226,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
68,0.27986906375736,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
69,0.2796965567395091,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
70,0.2790102083235979,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
71,0.28204916324466467,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
72,0.28280147165060043,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
73,0.27964150812476873,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
74,0.27999715693295,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
75,0.2798123573884368,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
76,0.28387514501810074,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
77,0.28482083417475224,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
78,0.2747168028727174,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
79,0.27621809113770723,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
80,0.2882239557802677,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
81,0.2905087834224105,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
82,0.2735053161159158,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
83,0.2734735468402505,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
84,0.2735228268429637,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
85,0.2737769801169634,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
86,0.27567746490240097,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
87,0.27557382360100746,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
88,0.2731478791683912,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
89,0.27601026743650436,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
90,0.27892718743532896,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
91,0.2750420905649662,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
92,0.2742161210626364,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
93,0.2735506547614932,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
94,0.2755043152719736,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
95,0.27301481179893017,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
96,0.27712385077029467,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
97,0.27720771357417107,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
98,0.2762052724137902,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
99,0.280847642570734,137.427734375,0.19140625,LIME2,50,50,10.0,1.0,resnet50,ImageNet,1
